0,1.0,-0.13975,-0.20675,0.57475
1,1.0,0.2485,0.03275,-0.11875
2,1.0,-0.13975,-0.20675,0.57475
3,1.0,0.2485,0.03275,-0.11875
4,1.0,-0.13975,-0.20675,0.57475
5,1.0,0.2485,0.03275,-0.11875
6,1.0,-0.13975,-0.20675,0.57475
7,1.0,0.33725,0.0405,-0.11675
8,1.0,0.05475,-0.15575,0.0485
9,1.0,0.33725,0.0405,-0.11675
10,1.0,0.05475,-0.15575,0.0485
11,1.0,0.33725,0.0405,-0.11675
12,1.0,0.05475,-0.15575,0.0485
13,1.0,0.33725,0.0405,-0.11675
14,1.0,0.05475,-0.15575,0.0485
15,1.0,0.38,0.14375,-0.09625
16,1.0,0.05475,-0.15575,0.0485
17,1.0,0.38,0.14375,-0.09625
18,1.0,0.05475,-0.15575,0.0485
19,1.0,0.38,0.14375,-0.09625
20,1.0,0.05475,-0.15575,0.0485
21,1.0,0.38,0.14375,-0.09625
22,1.0,0.05475,-0.15575,0.0485
23,1.0,0.40325,0.20425,-0.06175
24,1.0,0.05475,-0.15575,0.0485
25,1.0,0.40325,0.20425,-0.06175
26,1.0,0.05475,-0.15575,0.0485
27,1.0,0.40325,0.20425,-0.06175
28,1.0,0.05475,-0.15575,0.0485
29,1.0,0.40325,0.20425,-0.06175
30,1.0,0.05475,-0.15575,0.0485
31,1.0,0.15175,0.41625,-0.06475
32,1.0,0.05475,-0.15575,0.0485
33,1.0,0.15175,0.41625,-0.06475
34,1.0,0.05475,-0.15575,0.0485
35,1.0,0.15175,0.41625,-0.06475
36,1.0,0.05475,-0.15575,0.0485
37,1.0,0.15175,0.41625,-0.06475
38,1.0,0.05475,-0.15575,0.0485
39,1.0,0.0395,0.53775,-0.056
40,1.0,0.05475,-0.15575,0.0485
41,1.0,0.0395,0.53775,-0.056
42,1.0,0.05475,-0.15575,0.0485
43,1.0,0.0395,0.53775,-0.056
44,1.0,0.05475,-0.15575,0.0485
45,1.0,0.0395,0.53775,-0.056
46,1.0,0.05475,-0.15575,0.0485
47,1.0,-0.00675,0.60025,0.00725
48,1.0,0.05475,-0.15575,0.0485
49,1.0,-0.00675,0.60025,0.00725
50,1.0,0.05475,-0.15575,0.0485
51,1.0,-0.00675,0.60025,0.00725
52,1.0,0.05475,-0.15575,0.0485
53,1.0,-0.00675,0.60025,0.00725
54,1.0,0.05475,-0.15575,0.0485
55,1.0,0.0225,0.67025,-0.00975
56,1.0,0.05475,-0.15575,0.0485
57,1.0,0.0225,0.67025,-0.00975
58,1.0,0.05475,-0.15575,0.0485
59,1.0,0.0225,0.67025,-0.00975
60,1.0,0.05475,-0.15575,0.0485
61,1.0,0.0225,0.67025,-0.00975
62,1.0,0.05475,-0.15575,0.0485
63,1.0,0.09725,0.68275,-0.06475
64,1.0,0.05475,-0.15575,0.0485
65,1.0,0.09725,0.68275,-0.06475
66,1.0,0.05475,-0.15575,0.0485
67,1.0,0.09725,0.68275,-0.06475
68,1.0,0.05475,-0.15575,0.0485
69,1.0,0.09725,0.68275,-0.06475
70,1.0,0.05475,-0.15575,0.0485
71,1.0,0.14575,0.7485,-0.10425
72,1.0,0.05475,-0.15575,0.0485
73,1.0,0.14575,0.7485,-0.10425
74,1.0,0.05475,-0.15575,0.0485
75,1.0,0.14575,0.7485,-0.10425
76,1.0,0.05475,-0.15575,0.0485
77,1.0,0.14575,0.7485,-0.10425
78,1.0,0.05475,-0.15575,0.0485
79,1.0,0.1765,0.75,-0.2795
80,1.0,0.05475,-0.15575,0.0485
81,1.0,0.1765,0.75,-0.2795
82,1.0,0.05475,-0.15575,0.0485
83,1.0,0.1765,0.75,-0.2795
84,1.0,0.05475,-0.15575,0.0485
85,1.0,0.1765,0.75,-0.2795
86,1.0,0.05475,-0.15575,0.0485
87,1.0,0.0905,0.69975,-0.4175
88,1.0,0.05475,-0.15575,0.0485
89,1.0,0.0905,0.69975,-0.4175
90,1.0,0.05475,-0.15575,0.0485
91,1.0,0.0905,0.69975,-0.4175
92,1.0,0.05475,-0.15575,0.0485
93,1.0,0.11625,0.683,-0.497
94,1.0,0.05475,-0.15575,0.0485
95,1.0,0.11625,0.683,-0.497
96,1.0,0.05475,-0.15575,0.0485
97,1.0,0.11625,0.683,-0.497
98,1.0,0.05475,-0.15575,0.0485
99,1.0,0.11625,0.683,-0.497
100,1.0,0.05475,-0.15575,0.0485
101,1.0,0.0615,0.6795,-0.464
102,1.0,0.05475,-0.15575,0.0485
103,1.0,0.0615,0.6795,-0.464
104,1.0,0.05475,-0.15575,0.0485
105,1.0,0.0615,0.6795,-0.464
106,1.0,0.05475,-0.15575,0.0485
107,1.0,0.0615,0.6795,-0.464
108,1.0,0.05475,-0.15575,0.0485
109,1.0,0.04275,0.647,-0.41475
110,1.0,0.05475,-0.15575,0.0485
111,1.0,0.04275,0.647,-0.41475
112,1.0,0.05475,-0.15575,0.0485
113,1.0,0.04275,0.647,-0.41475
114,1.0,0.05475,-0.15575,0.0485
115,1.0,0.04275,0.647,-0.41475
116,1.0,0.05475,-0.15575,0.0485
117,1.0,-0.0145,0.57625,-0.4645
118,1.0,0.05475,-0.15575,0.0485
119,1.0,-0.0145,0.57625,-0.4645
120,1.0,0.05475,-0.15575,0.0485
121,1.0,-0.0145,0.57625,-0.4645
122,1.0,0.05475,-0.15575,0.0485
123,1.0,-0.0145,0.57625,-0.4645
124,1.0,0.05475,-0.15575,0.0485
125,1.0,-0.056,0.53975,-0.55325
126,1.0,0.05475,-0.15575,0.0485
127,1.0,-0.056,0.53975,-0.55325
128,1.0,0.05475,-0.15575,0.0485
129,1.0,-0.056,0.53975,-0.55325
130,1.0,0.05475,-0.15575,0.0485
131,1.0,-0.056,0.53975,-0.55325
132,1.0,0.05475,-0.15575,0.0485
133,1.0,-0.1645,0.468,-0.56125
134,1.0,0.05475,-0.15575,0.0485
135,1.0,-0.1645,0.468,-0.56125
136,1.0,0.05475,-0.15575,0.0485
137,1.0,-0.1645,0.468,-0.56125
138,1.0,0.05475,-0.15575,0.0485
139,1.0,-0.1645,0.468,-0.56125
