,activity,x-accel,y-accel,z-accel,y-gyr,z-gyr
47,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
48,1.0,-0.04825,-0.0115,0.1305,-0.21,1.58
49,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
50,1.0,-0.04825,-0.0115,0.1305,-0.21,1.58
51,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
52,1.0,-0.01225,-0.073,0.1045,-0.31,1.61
53,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
54,1.0,-0.07825,0.03875,0.085,-0.41,1.63
55,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
56,1.0,-0.07825,0.03875,0.085,-0.41,1.63
57,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
58,1.0,-0.03025,0.1215,0.125,-0.5,1.67
59,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
60,1.0,0.237,0.11675,-0.02,-0.62,1.81
61,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
62,1.0,0.237,0.11675,-0.02,-0.62,1.81
63,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
64,1.0,0.2965,0.098,0.037,-0.6,1.83
65,1.0,0.02775,0.14575,-0.27575,-1.86,-1.09
66,1.0,0.278,0.1145,0.014,-0.55,1.86
67,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
68,1.0,0.278,0.0965,0.01175,-0.5,1.88
69,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
70,1.0,0.278,0.0965,0.01175,-0.5,1.88
71,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
72,1.0,0.1385,0.06225,0.22475,-0.03,2.07
73,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
74,1.0,0.1385,0.06225,0.22475,-0.03,2.07
75,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
76,1.0,0.152,0.07025,0.27575,0.04,2.09
77,1.0,0.24675,0.08425,-0.08325,-2.02,-0.87
78,1.0,0.06675,0.116,0.184,0.17,2.16
79,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
80,1.0,0.06675,0.116,0.184,0.17,2.16
81,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
82,1.0,0.091,0.0735,0.14975,0.21,2.2
83,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
84,1.0,0.091,0.0735,0.14975,0.21,2.2
85,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
86,1.0,0.064,0.04775,0.0985,0.28,2.24
87,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
88,1.0,0.064,0.04775,0.0985,0.28,2.24
89,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
90,1.0,-0.02825,0.1575,0.01575,0.33,2.28
91,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
92,1.0,-0.05225,0.17425,0.02925,0.37,2.34
93,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
94,1.0,-0.05225,0.17425,0.02925,0.37,2.34
95,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
96,1.0,-0.0055,0.11625,0.06725,0.41,2.4
97,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
98,1.0,0.07775,0.109,0.00775,0.49,2.46
99,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
100,1.0,0.07775,0.109,0.00775,0.49,2.46
101,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
102,1.0,0.05875,0.05975,-0.07425,0.56,2.52
103,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
104,1.0,0.03125,0.0675,-0.14375,0.61,2.59
105,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
106,1.0,0.03125,0.0675,-0.14375,0.61,2.59
107,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
108,1.0,-0.0445,0.08175,-0.18075,0.64,2.65
109,1.0,0.1555,0.03375,0.2235,-2.04,-0.69
110,1.0,-0.05925,0.10525,-0.20975,0.65,2.7
111,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
112,1.0,-0.05925,0.10525,-0.20975,0.65,2.7
113,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
114,1.0,-0.104,0.09975,-0.205,0.67,2.77
115,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
116,1.0,-0.104,0.09975,-0.205,0.67,2.77
117,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
118,1.0,-0.0585,0.04225,-0.1715,0.67,2.83
119,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
120,1.0,-0.0585,0.04225,-0.1715,0.67,2.83
121,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
122,1.0,-0.02225,0.022,-0.14325,0.67,2.88
123,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
124,1.0,-0.02225,0.022,-0.14325,0.67,2.88
125,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
126,1.0,-0.00325,0.00325,-0.13725,0.67,2.91
127,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
128,1.0,-0.034,0.04,-0.098,0.68,2.94
129,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
130,1.0,-0.034,0.04,-0.098,0.68,2.94
131,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
132,1.0,-0.0105,0.04325,-0.0345,0.69,2.96
133,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
134,1.0,0.0375,0.07325,-0.019,0.71,2.98
135,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
136,1.0,0.0375,0.07325,-0.019,0.71,2.98
137,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
138,1.0,0.06475,0.0635,-0.03,0.75,3.0
139,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
140,1.0,0.067,0.0925,-0.01925,0.8,2.99
141,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
142,1.0,0.067,0.0925,-0.01925,0.8,2.99
143,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
144,1.0,0.0445,0.13075,-0.04125,0.86,2.98
145,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
146,1.0,0.0445,0.13075,-0.04125,0.86,2.98
147,1.0,0.07275,-0.02025,0.06325,-1.9,-0.71
148,1.0,0.023,-0.0135,0.19575,1.15,2.88
149,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
150,1.0,-0.0155,0.0,0.24825,1.2,2.85
151,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
152,1.0,-0.03275,0.0005,0.292,1.23,2.84
153,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
154,1.0,-0.03275,0.0005,0.292,1.23,2.84
155,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
156,1.0,-0.0725,0.0565,0.3075,1.23,2.83
157,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
158,1.0,-0.10875,0.07225,0.335,1.24,2.83
159,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
160,1.0,-0.10875,0.07225,0.335,1.24,2.83
161,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
162,1.0,-0.10075,0.105,0.314,1.23,2.83
163,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
164,1.0,-0.1125,0.07275,0.3075,1.22,2.85
165,1.0,0.04225,-0.01175,0.053,-1.9,-0.77
166,1.0,-0.36375,0.0355,0.3585,1.02,2.82
167,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
168,1.0,-0.36375,0.0355,0.3585,1.02,2.82
169,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
170,1.0,-0.0885,0.053,0.5435,0.94,2.84
171,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
172,1.0,-0.0885,0.053,0.5435,0.94,2.84
173,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
174,1.0,0.22,-0.05675,0.3905,0.95,2.87
175,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
176,1.0,0.22,-0.05675,0.3905,0.95,2.87
177,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
178,1.0,0.26675,-0.0725,0.17225,0.99,2.87
179,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
180,1.0,0.21275,-0.031,0.029,1.01,2.85
181,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
182,1.0,0.21275,-0.031,0.029,1.01,2.85
183,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
184,1.0,0.13875,0.03925,-0.0155,1.0,2.83
185,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
186,1.0,0.13875,0.03925,-0.0155,1.0,2.83
187,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
188,1.0,0.1235,0.0605,0.0295,1.01,2.82
189,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
190,1.0,0.1965,0.094,-0.0055,1.03,2.81
191,1.0,0.06525,0.0075,0.0655,-1.97,-0.7
192,1.0,0.328,0.194,-0.00975,1.24,2.73
193,1.0,0.0765,0.03925,0.064,-2.01,-0.83
194,1.0,0.2635,0.195,0.04875,1.35,2.7
195,1.0,0.0765,0.03925,0.064,-2.01,-0.83
196,1.0,0.08275,0.02825,-0.08675,1.47,2.67
197,1.0,0.0765,0.03925,0.064,-2.01,-0.83
198,1.0,0.08275,0.02825,-0.08675,1.47,2.67
199,1.0,0.0765,0.03925,0.064,-2.01,-0.83
200,1.0,0.0265,-0.05375,-0.10175,1.53,2.61
201,1.0,0.0765,0.03925,0.064,-2.01,-0.83
202,1.0,0.066,-0.08,-0.07175,1.57,2.54
203,1.0,0.0765,0.03925,0.064,-2.01,-0.83
204,1.0,0.02675,0.0065,0.069,1.62,2.47
205,1.0,0.0765,0.03925,0.064,-2.01,-0.83
206,1.0,0.02675,0.0065,0.069,1.62,2.47
207,1.0,0.0765,0.03925,0.064,-2.01,-0.83
208,1.0,-0.12475,0.02425,0.17775,1.67,2.41
209,1.0,0.0765,0.03925,0.064,-2.01,-0.83
210,1.0,-0.166,-0.09525,0.348,1.71,2.35
211,1.0,0.0765,0.03925,0.064,-2.01,-0.83
212,1.0,-0.0575,-0.14625,0.45675,1.72,2.29
213,1.0,0.0765,0.03925,0.064,-2.01,-0.83
214,1.0,0.02725,-0.04825,0.4475,1.76,2.23
215,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
216,1.0,-0.0945,-0.0215,0.2735,1.79,2.19
217,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
218,1.0,-0.16325,-0.00875,0.2225,1.77,2.16
219,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
220,1.0,-0.16325,-0.00875,0.2225,1.77,2.16
221,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
222,1.0,-0.12925,-0.00325,0.31075,1.73,2.14
223,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
224,1.0,-0.12925,-0.00325,0.31075,1.73,2.14
225,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
226,1.0,-0.11375,0.04425,0.26075,1.7,2.13
227,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
228,1.0,-0.11375,0.04425,0.26075,1.7,2.13
229,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
230,1.0,-0.07375,0.086,0.18125,1.68,2.13
231,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
232,1.0,-0.07375,0.086,0.18125,1.68,2.13
233,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
234,1.0,-0.02475,0.072,0.11125,1.67,2.15
235,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
236,1.0,0.01775,0.03425,0.00925,1.65,2.17
237,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
238,1.0,0.01775,0.03425,0.00925,1.65,2.17
239,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
240,1.0,0.03825,0.006,-0.04975,1.64,2.19
241,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
242,1.0,0.03825,0.006,-0.04975,1.64,2.19
243,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
244,1.0,0.0635,-0.02075,-0.0715,1.63,2.21
245,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
246,1.0,0.0635,-0.02075,-0.0715,1.63,2.21
247,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
248,1.0,0.01875,-0.06675,-0.073,1.63,2.22
249,1.0,0.03525,0.104,-0.0265,-1.97,-1.11
250,1.0,0.0025,-0.06125,-0.0615,1.62,2.22
251,1.0,0.169,-0.0275,0.21675,-1.7,-1.44
252,1.0,-0.03925,-0.06325,-0.04775,1.62,2.23
253,1.0,0.169,-0.0275,0.21675,-1.7,-1.44
254,1.0,-0.027,-0.11825,0.06875,1.65,2.18
255,1.0,0.169,-0.0275,0.21675,-1.7,-1.44
256,1.0,-0.00275,-0.10625,0.04875,1.66,2.15
257,1.0,0.169,-0.0275,0.21675,-1.7,-1.44
258,1.0,-0.013,0.11,0.22725,1.79,2.03
259,1.0,0.09525,-0.042,0.032,-0.78,-1.94
260,1.0,-0.013,0.11,0.22725,1.79,2.03
261,1.0,0.09525,-0.042,0.032,-0.78,-1.94
262,1.0,0.03625,0.1255,0.25225,1.86,2.0
263,1.0,0.09525,-0.042,0.032,-0.78,-1.94
264,1.0,0.0195,0.117,0.29275,1.92,1.97
265,1.0,0.09525,-0.042,0.032,-0.78,-1.94
266,1.0,0.037,0.10925,0.309,1.97,1.94
267,1.0,0.09525,-0.042,0.032,-0.78,-1.94
268,1.0,-0.05875,-0.0085,0.0295,2.1,1.63
269,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
270,1.0,-0.05875,-0.0085,0.0295,2.1,1.63
271,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
272,1.0,-0.05125,-0.00825,0.01025,2.1,1.59
273,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
274,1.0,-0.043,-0.05325,0.13625,2.11,1.35
275,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
276,1.0,-0.043,-0.05325,0.13625,2.11,1.35
277,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
278,1.0,-0.07275,-0.05925,0.10875,2.11,1.32
279,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
280,1.0,-0.0315,-0.03375,0.06,2.1,1.3
281,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
282,1.0,-0.0315,-0.03375,0.06,2.1,1.3
283,1.0,0.00625,0.1215,-0.26325,0.79,-2.54
284,1.0,-0.02725,-0.031,0.08375,2.09,1.3
285,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
286,1.0,-0.02725,-0.031,0.08375,2.09,1.3
287,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
288,1.0,0.0035,0.03675,0.04025,2.08,1.3
289,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
290,1.0,-0.023,0.03175,0.018,2.06,1.31
291,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
292,1.0,-0.023,0.03175,0.018,2.06,1.31
293,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
294,1.0,-0.04025,0.0465,0.058,2.03,1.31
295,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
296,1.0,-0.08,0.08475,0.12875,1.99,1.33
297,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
298,1.0,-0.082,0.04375,0.18275,1.96,1.34
299,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
300,1.0,-0.06025,0.0365,0.19225,1.94,1.35
301,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
302,1.0,-0.06025,0.0365,0.19225,1.94,1.35
303,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
304,1.0,-0.07575,0.083,0.2175,1.94,1.36
305,1.0,-0.276,0.18875,-0.1215,1.6,-2.98
306,1.0,0.014,-0.02275,0.089,1.9,1.42
307,1.0,0.143,0.09575,-0.287,0.62,-2.52
308,1.0,0.014,-0.02275,0.089,1.9,1.42
309,1.0,0.143,0.09575,-0.287,0.62,-2.52
310,1.0,-0.00125,0.007,0.0625,1.91,1.42
311,1.0,0.143,0.09575,-0.287,0.62,-2.52
312,1.0,-0.00125,0.007,0.0625,1.91,1.42
313,1.0,0.143,0.09575,-0.287,0.62,-2.52
314,1.0,0.00475,0.03375,0.045,1.91,1.44
315,1.0,0.143,0.09575,-0.287,0.62,-2.52
316,1.0,0.00475,0.03375,0.045,1.91,1.44
317,1.0,0.143,0.09575,-0.287,0.62,-2.52
318,1.0,-0.00225,0.02675,0.0565,1.9,1.45
319,1.0,0.143,0.09575,-0.287,0.62,-2.52
320,1.0,-0.00225,0.02675,0.0565,1.9,1.45
321,1.0,0.143,0.09575,-0.287,0.62,-2.52
322,1.0,-0.02825,0.01125,0.02325,1.89,1.46
323,1.0,0.143,0.09575,-0.287,0.62,-2.52
324,1.0,-0.02825,0.01125,0.02325,1.89,1.46
325,1.0,0.143,0.09575,-0.287,0.62,-2.52
326,1.0,-0.0255,0.036,0.03475,1.89,1.46
327,1.0,0.143,0.09575,-0.287,0.62,-2.52
328,1.0,-0.0255,0.036,0.03475,1.89,1.46
329,1.0,0.143,0.09575,-0.287,0.62,-2.52
330,1.0,-0.013,0.0105,0.05575,1.89,1.47
331,1.0,0.143,0.09575,-0.287,0.62,-2.52
332,1.0,-0.013,0.0105,0.05575,1.89,1.47
333,1.0,0.143,0.09575,-0.287,0.62,-2.52
334,1.0,-0.02875,0.02325,0.16425,1.88,1.5
335,1.0,0.143,0.09575,-0.287,0.62,-2.52
336,1.0,-0.02875,0.02325,0.16425,1.88,1.5
337,1.0,0.143,0.09575,-0.287,0.62,-2.52
338,1.0,-0.02875,0.02325,0.16425,1.88,1.5
339,1.0,0.202,-0.09925,0.2455,0.05,-1.39
340,1.0,-0.0345,0.015,0.15,1.87,1.52
341,1.0,0.202,-0.09925,0.2455,0.05,-1.39
342,1.0,-0.066,0.05275,0.12425,1.86,1.53
343,1.0,0.202,-0.09925,0.2455,0.05,-1.39
344,1.0,-0.066,0.05275,0.12425,1.86,1.53
345,1.0,0.202,-0.09925,0.2455,0.05,-1.39
346,1.0,-0.06725,0.01125,0.143,1.84,1.55
347,1.0,0.202,-0.09925,0.2455,0.05,-1.39
348,1.0,-0.015,0.004,0.09025,1.82,1.6
349,1.0,0.202,-0.09925,0.2455,0.05,-1.39
350,1.0,0.0525,0.02675,0.09225,1.8,1.62
351,1.0,0.202,-0.09925,0.2455,0.05,-1.39
352,1.0,0.0525,0.02675,0.09225,1.8,1.62
353,1.0,0.202,-0.09925,0.2455,0.05,-1.39
354,1.0,0.00325,0.0175,0.1065,1.8,1.64
355,1.0,0.202,-0.09925,0.2455,0.05,-1.39
356,1.0,0.00325,0.0175,0.1065,1.8,1.64
357,1.0,0.202,-0.09925,0.2455,0.05,-1.39
358,1.0,0.017,-0.0015,0.128,1.78,1.66
359,1.0,0.202,-0.09925,0.2455,0.05,-1.39
360,1.0,0.02525,0.002,0.16725,1.77,1.69
361,1.0,0.202,-0.09925,0.2455,0.05,-1.39
362,1.0,0.029,-0.01775,0.2265,1.77,1.72
363,1.0,0.202,-0.09925,0.2455,0.05,-1.39
364,1.0,0.029,-0.01775,0.2265,1.77,1.72
365,1.0,0.202,-0.09925,0.2455,0.05,-1.39
366,1.0,0.007,0.00375,0.1915,1.75,1.75
367,1.0,0.202,-0.09925,0.2455,0.05,-1.39
368,1.0,-0.0125,0.0,0.21575,1.73,1.78
369,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
370,1.0,-0.0445,0.00025,0.19175,1.72,1.83
371,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
372,1.0,-0.0445,0.00025,0.19175,1.72,1.83
373,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
374,1.0,-0.0745,-0.00575,0.13175,1.7,1.87
375,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
376,1.0,-0.0745,-0.00575,0.13175,1.7,1.87
377,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
378,1.0,-0.10325,0.02775,0.143,1.68,1.92
379,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
380,1.0,-0.10325,0.02775,0.143,1.68,1.92
381,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
382,1.0,-0.11925,0.0415,0.16475,1.66,1.97
383,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
384,1.0,-0.11925,0.0415,0.16475,1.66,1.97
385,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
386,1.0,-0.083,0.05275,0.15,1.65,2.03
387,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
388,1.0,-0.045,0.02775,0.25,1.65,2.11
389,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
390,1.0,-0.045,0.02775,0.25,1.65,2.11
391,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
392,1.0,0.00275,0.00125,0.341,1.64,2.2
393,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
394,1.0,0.06575,-0.00825,0.413,1.65,2.3
395,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
396,1.0,0.051,-0.04625,0.49925,1.65,2.43
397,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
398,1.0,0.051,-0.04625,0.49925,1.65,2.43
399,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
400,1.0,0.04,-0.0705,0.51425,1.62,2.58
401,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
402,1.0,0.04,-0.0705,0.51425,1.62,2.58
403,1.0,-0.1325,0.16525,0.091,-0.14,-1.1
404,1.0,0.077,-0.069,0.52,1.58,2.75
405,1.0,0.022,0.0,0.583,-0.16,-0.9
406,1.0,0.077,-0.069,0.52,1.58,2.75
407,1.0,0.022,0.0,0.583,-0.16,-0.9
408,1.0,0.0195,-0.07525,0.48125,1.52,2.95
409,1.0,0.022,0.0,0.583,-0.16,-0.9
410,1.0,0.0195,-0.07525,0.48125,1.52,2.95
411,1.0,0.022,0.0,0.583,-0.16,-0.9
412,1.0,-0.00375,-0.048,0.39125,1.44,3.17
413,1.0,0.022,0.0,0.583,-0.16,-0.9
414,1.0,-0.11825,-0.04125,0.3175,1.34,3.4
415,1.0,0.022,0.0,0.583,-0.16,-0.9
416,1.0,-0.11825,-0.04125,0.3175,1.34,3.4
417,1.0,0.022,0.0,0.583,-0.16,-0.9
418,1.0,-0.05375,-0.095,0.322,1.21,3.65
419,1.0,0.022,0.0,0.583,-0.16,-0.9
420,1.0,0.007,-0.0745,0.3985,0.98,4.14
421,1.0,0.022,0.0,0.583,-0.16,-0.9
422,1.0,-0.0545,0.01725,0.50175,0.87,4.41
423,1.0,0.022,0.0,0.583,-0.16,-0.9
424,1.0,-0.0545,0.01725,0.50175,0.87,4.41
425,1.0,0.022,0.0,0.583,-0.16,-0.9
426,1.0,-0.0545,0.01725,0.50175,0.87,4.41
427,1.0,0.022,0.0,0.583,-0.16,-0.9
428,1.0,-0.0745,-0.0805,0.64275,0.76,4.69
429,1.0,0.022,0.0,0.583,-0.16,-0.9
430,1.0,-0.0745,-0.0805,0.64275,0.76,4.69
431,1.0,0.022,0.0,0.583,-0.16,-0.9
432,1.0,-0.02,-0.264,0.69475,0.64,4.97
433,1.0,0.022,0.0,0.583,-0.16,-0.9
434,1.0,-0.02,-0.264,0.69475,0.64,4.97
435,1.0,0.022,0.0,0.583,-0.16,-0.9
436,1.0,0.14025,-0.30725,0.68325,0.54,5.2
437,1.0,0.022,0.0,0.583,-0.16,-0.9
438,1.0,0.14025,-0.30725,0.68325,0.54,5.2
439,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
440,1.0,0.25725,-0.25825,0.54925,0.47,5.44
441,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
442,1.0,0.25725,-0.25825,0.54925,0.47,5.44
443,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
444,1.0,0.1605,-0.14725,0.26175,0.41,5.66
445,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
446,1.0,0.1605,-0.14725,0.26175,0.41,5.66
447,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
448,1.0,0.16625,-0.14,0.14725,0.33,5.86
449,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
450,1.0,0.16625,-0.14,0.14725,0.33,5.86
451,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
452,1.0,0.251,-0.1675,0.12125,0.26,6.05
453,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
454,1.0,0.251,-0.1675,0.12125,0.26,6.05
455,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
456,1.0,0.294,-0.1785,0.07725,0.23,6.22
457,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
458,1.0,0.26475,-0.12475,-0.04875,0.21,6.39
459,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
460,1.0,0.257,-0.06925,-0.0975,0.18,6.53
461,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
462,1.0,0.257,-0.06925,-0.0975,0.18,6.53
463,1.0,0.10525,0.00725,0.1245,-0.06,-1.12
