,activity,x-accel,y-accel,z-accel,y-gyr,z-gyr
68,2.0,-0.4655,0.561,0.14725,0.28,1.09
69,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
70,2.0,-0.4655,0.561,0.14725,0.28,1.09
71,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
72,2.0,-0.348,0.4885,0.121,0.24,1.08
73,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
74,2.0,-0.348,0.4885,0.121,0.24,1.08
75,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
76,2.0,-0.2255,0.45075,0.05125,0.21,1.08
77,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
78,2.0,-0.0575,-0.04,0.21925,-0.04,0.96
79,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
80,2.0,0.04975,-0.1215,0.33825,-0.23,0.88
81,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
82,2.0,0.04975,-0.1215,0.33825,-0.23,0.88
83,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
84,2.0,0.0195,-0.05325,0.2635,-0.46,0.8
85,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
86,2.0,0.0195,-0.05325,0.2635,-0.46,0.8
87,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
88,2.0,0.033,0.03375,0.3175,-0.73,0.72
89,2.0,0.07825,0.23025,-0.01425,-0.14,2.04
90,2.0,-0.0125,0.15175,0.43,-1.33,0.57
91,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
92,2.0,-0.0125,0.15175,0.43,-1.33,0.57
93,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
94,2.0,-0.46025,0.2575,0.333,-1.66,0.47
95,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
96,2.0,-0.6345,0.14975,0.1085,-2.44,0.31
97,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
98,2.0,-2.21475,0.11275,0.471,-4.99,-0.71
99,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
100,2.0,-2.21475,0.11275,0.471,-4.99,-0.71
101,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
102,2.0,-1.346,0.12975,0.3575,-5.72,-0.93
103,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
104,2.0,-1.372,0.3125,-0.105,-6.3,-1.18
105,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
106,2.0,-1.372,0.3125,-0.105,-6.3,-1.18
107,2.0,-0.2555,0.33475,0.08175,-0.06,2.42
108,2.0,-0.5725,0.115,-0.1665,-7.4,-1.62
109,2.0,-0.15825,0.12075,0.12325,0.42,1.99
110,2.0,-0.43925,0.33675,-0.367,-9.35,-2.43
111,2.0,-0.15825,0.12075,0.12325,0.42,1.99
112,2.0,-0.4,0.456,-0.42425,-9.87,-2.61
113,2.0,-0.15825,0.12075,0.12325,0.42,1.99
114,2.0,-0.0145,0.61175,-0.525,-10.83,-2.92
115,2.0,-0.15825,0.12075,0.12325,0.42,1.99
116,2.0,-0.0145,0.61175,-0.525,-10.83,-2.92
117,2.0,-0.15825,0.12075,0.12325,0.42,1.99
118,2.0,0.03825,0.63275,-0.66975,-11.23,-3.06
119,2.0,-0.15825,0.12075,0.12325,0.42,1.99
120,2.0,0.09175,0.8665,-0.68975,-11.89,-3.28
121,2.0,0.02475,0.18925,0.0695,0.79,1.54
122,2.0,0.351,0.83125,-0.57,-12.21,-3.39
123,2.0,0.02475,0.18925,0.0695,0.79,1.54
124,2.0,0.6045,0.301,-0.58525,-12.2,-3.47
125,2.0,0.02475,0.18925,0.0695,0.79,1.54
126,2.0,0.14375,-0.0385,-0.37425,-12.23,-3.8
127,2.0,0.02475,0.18925,0.0695,0.79,1.54
128,2.0,-0.1175,0.868,-0.46,-12.35,-4.67
129,2.0,0.26875,0.021,-0.04925,1.22,0.43
130,2.0,-0.11325,0.999,-0.42825,-12.25,-4.67
131,2.0,0.26875,0.021,-0.04925,1.22,0.43
132,2.0,1.36725,3.27475,-0.366,-11.76,-4.41
133,2.0,0.26875,0.021,-0.04925,1.22,0.43
134,2.0,-1.26225,-2.07625,-1.572,-10.35,-3.9
135,2.0,0.26875,0.021,-0.04925,1.22,0.43
136,2.0,-3.1,-1.88225,-1.38925,-10.08,-4.4
137,2.0,0.26875,0.021,-0.04925,1.22,0.43
138,2.0,-1.1865,-0.603,2.04775,-10.14,-4.69
139,2.0,0.26875,0.021,-0.04925,1.22,0.43
140,2.0,5.34475,2.77475,3.2135,-9.1,-4.01
141,2.0,1.5485,0.444,-0.36975,0.23,-1.7
142,2.0,-1.243,2.60175,-3.961,-9.46,-4.96
143,2.0,1.5485,0.444,-0.36975,0.23,-1.7
144,2.0,0.32525,-0.32525,0.209,-10.81,-5.6
145,2.0,1.5485,0.444,-0.36975,0.23,-1.7
146,2.0,-1.05475,0.25,0.1695,-11.82,-6.66
147,2.0,1.5485,0.444,-0.36975,0.23,-1.7
148,2.0,-0.56825,-0.69325,0.093,-12.52,-7.01
149,2.0,1.5485,0.444,-0.36975,0.23,-1.7
150,2.0,-0.446,-0.3375,0.33475,-13.03,-7.38
151,2.0,1.5485,0.444,-0.36975,0.23,-1.7
152,2.0,-0.4705,-0.2015,0.487,-13.45,-7.61
153,2.0,1.5485,0.444,-0.36975,0.23,-1.7
154,2.0,-0.24175,-0.50125,-0.169,-13.99,-7.82
155,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
156,2.0,-1.04325,0.70525,-0.09375,-14.35,-7.86
157,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
158,2.0,-0.90225,0.5505,0.9665,-15.16,-7.45
159,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
160,2.0,-0.72475,0.136,0.58,-15.41,-6.83
161,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
162,2.0,-0.72475,0.14475,0.9495,-15.41,-6.49
163,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
164,2.0,-0.72475,0.14475,0.9495,-15.41,-6.49
165,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
166,2.0,-0.65275,0.27025,1.2365,-15.29,-6.14
167,2.0,-2.80325,1.0965,-0.58975,-11.5,-5.07
168,2.0,-0.63775,1.05675,1.3625,-14.32,-4.94
169,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
170,2.0,1.7305,0.07075,2.558,-12.86,-3.73
171,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
172,2.0,3.09125,0.01775,2.2125,-12.2,-3.67
173,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
174,2.0,1.16475,-0.385,0.6845,-11.42,-3.62
175,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
176,2.0,1.76625,0.78825,0.36425,-11.75,-3.89
177,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
178,2.0,1.76625,0.78825,0.36425,-11.75,-3.89
179,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
180,2.0,2.2045,0.407,-0.265,-12.03,-3.92
181,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
182,2.0,0.90225,0.0245,-0.07675,-12.47,-4.04
183,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
184,2.0,0.90225,0.0245,-0.07675,-12.47,-4.04
185,2.0,0.78175,-0.7385,-1.7575,-22.07,-3.98
186,2.0,-0.0795,-0.008,-1.2435,-14.15,-4.32
187,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
188,2.0,-1.8195,-0.12725,-2.28625,-15.33,-4.62
189,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
190,2.0,-2.4305,2.8145,-0.80075,-20.73,-6.99
191,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
192,2.0,-2.11575,1.846,0.72325,-22.23,-6.44
193,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
194,2.0,0.0515,1.081,1.5715,-23.55,-5.74
195,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
196,2.0,0.0515,1.081,1.5715,-23.55,-5.74
197,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
198,2.0,1.685,-0.903,-0.05075,-24.15,-4.85
199,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
200,2.0,1.685,-0.903,-0.05075,-24.15,-4.85
201,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
202,2.0,-2.787,-1.114,-3.27525,-24.68,-7.79
203,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
204,2.0,-1.6635,0.02775,-1.55925,-25.8,-8.57
205,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
206,2.0,-1.71825,-0.0675,-0.236,-26.93,-8.96
207,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
208,2.0,-1.43,-0.077,-0.63625,-27.03,-8.91
209,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
210,2.0,-0.89375,-0.48275,-0.852,-26.88,-8.86
211,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
212,2.0,-0.89375,-0.48275,-0.852,-26.88,-8.86
213,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
214,2.0,-0.72375,-0.60825,-0.8745,-26.45,-8.87
215,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
216,2.0,-0.72375,-0.60825,-0.8745,-26.45,-8.87
217,2.0,-2.711,-1.9085,0.05625,-15.07,-2.28
218,2.0,-0.752,-0.49525,-0.62725,-25.9,-8.96
219,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
220,2.0,-1.80325,0.1065,-0.36525,-24.8,-9.35
221,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
222,2.0,-2.148,1.72775,0.07725,-23.93,-9.07
223,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
224,2.0,0.49,2.806,-0.47425,-21.29,-7.2
225,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
226,2.0,1.911,2.8225,-1.21725,-19.79,-6.3
227,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
228,2.0,1.911,2.8225,-1.21725,-19.79,-6.3
229,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
230,2.0,2.6,2.0075,-1.87475,-17.99,-5.45
231,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
232,2.0,2.444,1.1415,-2.4635,-16.14,-4.84
233,2.0,-0.00425,-0.7525,1.44425,-16.27,-2.16
234,2.0,-1.31075,-1.99525,-1.93375,-12.02,-5.01
235,2.0,2.62425,-0.84225,0.727,-8.16,-2.81
236,2.0,-6.521,1.152,-0.95125,-12.45,-6.09
237,2.0,2.62425,-0.84225,0.727,-8.16,-2.81
238,2.0,-5.36675,2.663,-0.34725,-13.3,-5.77
239,2.0,2.62425,-0.84225,0.727,-8.16,-2.81
240,2.0,3.9,-1.10425,0.1935,-14.01,-4.41
241,2.0,2.62425,-0.84225,0.727,-8.16,-2.81
242,2.0,1.66575,-3.21875,-3.89725,-12.91,-4.96
243,2.0,2.62425,-0.84225,0.727,-8.16,-2.81
244,2.0,2.757,-3.26875,-0.04475,-11.28,-7.64
245,2.0,0.01175,-0.658,-0.6325,-16.74,-8.13
246,2.0,-1.7515,1.672,4.55225,-12.81,-7.34
247,2.0,0.01175,-0.658,-0.6325,-16.74,-8.13
248,2.0,-1.20525,0.4975,3.45225,-17.85,-9.89
249,2.0,0.01175,-0.658,-0.6325,-16.74,-8.13
250,2.0,-2.72675,0.2975,2.3635,-18.59,-9.67
251,2.0,1.57325,0.324,-1.56325,-25.87,-10.66
252,2.0,-1.40225,0.98075,2.73,-18.59,-9.37
253,2.0,1.57325,0.324,-1.56325,-25.87,-10.66
254,2.0,-1.18575,0.5685,0.65775,-17.34,-8.65
255,2.0,1.57325,0.324,-1.56325,-25.87,-10.66
256,2.0,0.15725,0.033,0.31225,-15.73,-7.86
257,2.0,1.57325,0.324,-1.56325,-25.87,-10.66
258,2.0,0.448,0.66625,1.43625,-14.85,-7.42
259,2.0,1.57325,0.324,-1.56325,-25.87,-10.66
260,2.0,1.8905,2.3025,1.2165,-10.59,-6.14
261,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
262,2.0,3.3695,1.27275,-1.29225,-10.66,-5.42
263,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
264,2.0,-2.712,-1.88975,-2.32775,-12.87,-5.81
265,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
266,2.0,-3.94575,-3.2135,-1.837,-14.86,-6.25
267,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
268,2.0,-4.532,-2.6845,-0.38575,-17.04,-7.17
269,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
270,2.0,-4.532,-2.6845,-0.38575,-17.04,-7.17
271,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
272,2.0,-2.6165,0.50125,0.53575,-18.68,-8.21
273,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
274,2.0,-2.6165,0.50125,0.53575,-18.68,-8.21
275,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
276,2.0,-3.5275,1.71175,-1.13725,-19.61,-8.72
277,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
278,2.0,-3.5275,1.71175,-1.13725,-19.61,-8.72
279,2.0,-2.93225,-0.704,-0.1545,-19.74,-7.69
280,2.0,0.1995,0.10025,-0.77325,-25.13,-5.93
281,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
282,2.0,1.0405,-0.85325,-1.60475,-26.26,-5.34
283,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
284,2.0,2.701,-1.365,-2.113,-28.09,-6.38
285,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
286,2.0,1.41825,-0.67525,-0.578,-28.26,-7.16
287,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
288,2.0,0.41875,-0.43425,-0.767,-28.57,-7.68
289,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
290,2.0,0.41875,-0.43425,-0.767,-28.57,-7.68
291,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
292,2.0,-0.4785,-1.438,-1.47875,-29.0,-8.17
293,2.0,1.2175,0.0055,-4.60825,-17.86,-7.28
294,2.0,-0.74725,-0.49575,-1.73375,-29.75,-9.49
295,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
296,2.0,-0.3645,-0.006,-0.45925,-29.65,-10.01
297,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
298,2.0,-1.00475,0.47875,-0.706,-29.18,-10.26
299,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
300,2.0,-0.50075,3.20225,-1.22575,-24.7,-9.59
301,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
302,2.0,-0.50075,3.20225,-1.22575,-24.7,-9.59
303,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
304,2.0,-0.3455,2.9875,-1.3305,-23.04,-8.71
305,2.0,-3.37425,-1.28375,5.22575,-12.1,-6.01
306,2.0,-3.0145,0.49675,-0.76875,-18.92,-7.1
307,2.0,0.917,1.3235,0.61725,-10.24,-3.93
308,2.0,-2.199,1.0925,-1.669,-17.45,-6.61
309,2.0,0.917,1.3235,0.61725,-10.24,-3.93
310,2.0,-1.32025,0.25575,-2.03275,-15.9,-6.02
311,2.0,0.917,1.3235,0.61725,-10.24,-3.93
312,2.0,-4.38325,-0.17625,-2.27675,-15.35,-6.0
313,2.0,0.917,1.3235,0.61725,-10.24,-3.93
314,2.0,-3.5985,1.944,-2.0735,-15.44,-5.79
315,2.0,0.917,1.3235,0.61725,-10.24,-3.93
316,2.0,-6.07425,-1.13025,-2.67075,-16.45,-3.42
317,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
318,2.0,7.785,-2.83325,-0.43375,-13.67,-4.47
319,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
320,2.0,4.65575,-6.94225,-1.13775,-10.03,-8.47
321,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
322,2.0,1.5035,-1.675,-2.4575,-11.33,-9.95
323,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
324,2.0,-4.511,2.08475,5.12675,-14.43,-7.32
325,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
326,2.0,-4.511,2.08475,5.12675,-14.43,-7.32
327,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
328,2.0,-6.08075,0.8935,-2.23025,-15.82,-8.11
329,2.0,-1.4775,0.10375,-1.30225,-13.01,-6.16
330,2.0,-4.6495,2.96225,5.46275,-18.9,-9.08
331,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
332,2.0,2.51475,-1.71075,1.2045,-20.53,-9.6
333,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
334,2.0,-1.10975,0.99525,3.06775,-20.51,-8.74
335,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
336,2.0,-1.10975,0.99525,3.06775,-20.51,-8.74
337,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
338,2.0,-1.61325,1.34075,2.02,-19.44,-8.28
339,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
340,2.0,-0.82175,0.88175,1.38025,-18.34,-7.77
341,2.0,-0.4105,0.90275,1.3725,-26.73,-12.55
342,2.0,2.14825,1.628,3.3235,-16.03,-6.74
343,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
344,2.0,2.58075,4.20875,-0.6035,-12.25,-6.43
345,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
346,2.0,1.08175,1.15475,-2.37225,-12.66,-5.78
347,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
348,2.0,1.08175,1.15475,-2.37225,-12.66,-5.78
349,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
350,2.0,-0.0935,0.39175,-4.19475,-13.59,-5.71
351,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
352,2.0,-0.0935,0.39175,-4.19475,-13.59,-5.71
353,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
354,2.0,-0.62125,1.58225,-6.10475,-14.61,-5.54
355,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
356,2.0,-0.62125,1.58225,-6.10475,-14.61,-5.54
357,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
358,2.0,-0.62125,1.58225,-6.10475,-14.61,-5.54
359,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
360,2.0,1.35075,3.0205,-5.9675,-15.05,-5.23
361,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
362,2.0,1.35075,3.0205,-5.9675,-15.05,-5.23
363,2.0,-1.42475,0.4415,-0.746,-25.2,-10.81
364,2.0,-0.0235,2.54675,-3.4025,-13.64,-3.84
365,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
366,2.0,-2.39375,1.321,-1.0655,-13.94,-1.72
367,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
368,2.0,-3.70775,-1.09825,0.3855,-16.01,1.27
369,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
370,2.0,-3.70775,-1.09825,0.3855,-16.01,1.27
371,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
372,2.0,-3.36925,-1.6845,0.953,-17.0,1.86
373,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
374,2.0,-2.2555,-1.6035,1.42675,-18.06,2.25
375,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
376,2.0,-2.2555,-1.6035,1.42675,-18.06,2.25
377,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
378,2.0,-1.478,-2.1485,1.945,-19.13,2.5
379,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
380,2.0,-1.478,-2.1485,1.945,-19.13,2.5
381,2.0,-4.163,0.83175,-2.218,-15.22,-5.17
382,2.0,-2.79075,-0.9785,1.953,-23.55,2.42
383,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
384,2.0,-1.995,-1.917,0.16425,-26.49,2.64
385,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
386,2.0,-0.87275,-2.58125,1.056,-27.66,2.53
387,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
388,2.0,-0.3675,-2.54675,0.56975,-29.2,2.18
389,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
390,2.0,-0.3675,-2.54675,0.56975,-29.2,2.18
391,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
392,2.0,-0.48775,-2.13875,-0.2935,-29.55,1.94
393,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
394,2.0,-0.414,-1.85275,-0.5125,-29.73,1.69
395,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
396,2.0,-0.414,-1.85275,-0.5125,-29.73,1.69
397,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
398,2.0,-0.226,-1.4925,-0.3135,-29.84,1.48
399,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
400,2.0,-0.226,-1.4925,-0.3135,-29.84,1.48
401,2.0,0.78075,-8.1225,4.103,-14.96,-0.25
402,2.0,-0.23175,-0.90125,-0.341,-29.87,1.01
403,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
404,2.0,-0.538,-0.7335,-0.81925,-29.77,0.72
405,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
406,2.0,-0.8445,0.0145,-1.82275,-29.53,0.14
407,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
408,2.0,0.45025,0.8315,-1.575,-29.16,0.08
409,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
410,2.0,1.01475,0.91325,-1.6025,-28.63,0.25
411,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
412,2.0,1.14625,1.34875,-1.9425,-27.97,0.44
413,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
414,2.0,1.14625,1.34875,-1.9425,-27.97,0.44
415,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
416,2.0,1.7835,1.90475,-2.6235,-27.27,0.7
417,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
418,2.0,1.7835,1.90475,-2.6235,-27.27,0.7
419,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
420,2.0,1.7835,1.90475,-2.6235,-27.27,0.7
421,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
422,2.0,2.42775,1.16,-3.58475,-26.37,1.0
423,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
424,2.0,2.42775,1.16,-3.58475,-26.37,1.0
425,2.0,-1.58,0.35125,2.0285,-18.7,-2.22
426,2.0,1.67225,0.34875,-5.277,-24.19,1.25
427,2.0,0.50875,-0.155,-1.40425,-7.07,-5.11
428,2.0,-1.25875,0.5715,-4.9055,-22.15,0.99
429,2.0,0.50875,-0.155,-1.40425,-7.07,-5.11
430,2.0,-5.434,7.328,2.35925,-23.81,0.18
431,2.0,0.50875,-0.155,-1.40425,-7.07,-5.11
432,2.0,3.24725,-0.379,3.46775,-25.23,1.95
433,2.0,0.50875,-0.155,-1.40425,-7.07,-5.11
434,2.0,-8.0175,8.02375,0.94875,-17.42,2.09
435,2.0,-0.89925,-0.70125,-1.18075,-14.21,-11.28
436,2.0,2.12125,-6.1535,0.34125,-17.01,-1.56
437,2.0,-0.89925,-0.70125,-1.18075,-14.21,-11.28
438,2.0,-5.1665,2.42475,6.1765,-18.33,-3.89
439,2.0,-0.89925,-0.70125,-1.18075,-14.21,-11.28
440,2.0,-1.01925,-0.38975,-3.5255,-22.04,-3.09
441,2.0,-0.89925,-0.70125,-1.18075,-14.21,-11.28
442,2.0,1.38075,-1.498,1.8675,-17.45,-2.52
443,2.0,-0.89925,-0.70125,-1.18075,-14.21,-11.28
