,activity,x-accel,y-accel,z-accel,y-gyr,z-gyr
286,0.0,0.0125,-0.02425,0.0525,-0.02,-0.05
287,0.0,-0.0085,0.014,0.0545,-0.04,0.49
288,0.0,-0.0135,-0.0155,0.0545,-0.02,-0.05
289,0.0,-0.0085,0.014,0.0545,-0.04,0.49
290,0.0,-0.0135,-0.0155,0.0545,-0.02,-0.05
291,0.0,-0.0085,0.014,0.0545,-0.04,0.49
292,0.0,0.012,-0.03925,0.0475,-0.02,-0.05
293,0.0,-0.0085,0.014,0.0545,-0.04,0.49
294,0.0,-0.0145,-0.0265,0.0385,-0.01,-0.06
295,0.0,-0.0115,0.021,0.04725,-0.06,0.48
296,0.0,-0.00025,0.00875,0.03425,-0.01,-0.06
297,0.0,-0.0115,0.021,0.04725,-0.06,0.48
298,0.0,0.0,-0.00875,0.0695,-0.01,-0.06
299,0.0,-0.0115,0.021,0.04725,-0.06,0.48
300,0.0,0.0,-0.00875,0.0695,-0.01,-0.06
301,0.0,-0.0115,0.021,0.04725,-0.06,0.48
302,0.0,0.011,-0.0305,0.017,-0.01,-0.06
303,0.0,-0.0115,0.021,0.04725,-0.06,0.48
304,0.0,-0.0195,-0.0065,0.004,-0.01,-0.06
305,0.0,-0.0115,0.021,0.04725,-0.06,0.48
306,0.0,-0.00575,0.0005,0.059,-0.01,-0.07
307,0.0,0.0325,0.02125,0.03625,-0.04,0.48
308,0.0,0.0005,0.00725,0.04125,-0.01,-0.08
309,0.0,0.0325,0.02125,0.03625,-0.04,0.48
310,0.0,-0.0045,-0.02725,0.019,-0.01,-0.08
311,0.0,0.0325,0.02125,0.03625,-0.04,0.48
312,0.0,0.01,-0.01675,0.0395,-0.01,-0.08
313,0.0,-0.011,0.0065,0.067,-0.04,0.48
314,0.0,-0.007,-0.007,0.0635,-0.01,-0.08
315,0.0,-0.011,0.0065,0.067,-0.04,0.48
316,0.0,-0.005,-0.014,0.0545,-0.01,-0.07
317,0.0,-0.011,0.0065,0.067,-0.04,0.48
318,0.0,-0.0215,-0.00825,0.0665,-0.01,-0.08
319,0.0,-0.011,0.0065,0.067,-0.04,0.48
320,0.0,-0.002,-0.008,0.061,-0.01,-0.08
321,0.0,-0.011,0.0065,0.067,-0.04,0.48
322,0.0,-0.002,-0.008,0.061,-0.01,-0.08
323,0.0,-0.011,0.0065,0.067,-0.04,0.48
324,0.0,0.0055,-0.0265,0.0625,-0.01,-0.08
325,0.0,-0.011,0.0065,0.067,-0.04,0.48
326,0.0,-0.008,0.00475,0.024,-0.01,-0.08
327,0.0,-0.015,0.016,0.04975,-0.05,0.46
328,0.0,0.00525,-0.002,0.0685,-0.01,-0.08
329,0.0,-0.015,0.016,0.04975,-0.05,0.46
330,0.0,-0.006,-0.02275,0.025,-0.01,-0.08
331,0.0,-0.015,0.016,0.04975,-0.05,0.46
332,0.0,-0.0035,-0.0265,0.047,-0.01,-0.08
333,0.0,-0.015,0.016,0.04975,-0.05,0.46
334,0.0,0.006,-0.02225,0.0675,-0.01,-0.09
335,0.0,-0.015,0.016,0.04975,-0.05,0.46
336,0.0,0.006,-0.02225,0.0675,-0.01,-0.09
337,0.0,-0.015,0.016,0.04975,-0.05,0.46
338,0.0,-0.0005,-0.015,0.027,-0.01,-0.09
339,0.0,-0.014,0.01475,0.0725,-0.05,0.46
340,0.0,0.0,-0.0035,0.016,0.0,-0.09
341,0.0,-0.014,0.01475,0.0725,-0.05,0.46
342,0.0,0.0115,-0.026,0.0345,0.0,-0.09
343,0.0,-0.014,0.01475,0.0725,-0.05,0.46
344,0.0,0.0075,-0.0055,0.0485,0.0,-0.09
345,0.0,-0.014,0.01475,0.0725,-0.05,0.46
346,0.0,0.0255,-0.00775,0.0665,0.01,-0.09
347,0.0,-0.014,0.01475,0.0725,-0.05,0.46
348,0.0,0.005,-0.013,0.049,0.01,-0.09
349,0.0,-0.014,0.01475,0.0725,-0.05,0.46
350,0.0,0.006,-0.0155,0.0365,0.01,-0.09
351,0.0,-0.014,0.01475,0.0725,-0.05,0.46
352,0.0,0.006,-0.0155,0.0365,0.01,-0.09
353,0.0,-0.014,0.01475,0.0725,-0.05,0.46
354,0.0,-0.006,-0.00725,0.0435,0.0,-0.1
355,0.0,0.0175,0.00725,0.0445,-0.04,0.46
356,0.0,0.0025,-0.0025,0.0105,-0.01,-0.1
357,0.0,0.0175,0.00725,0.0445,-0.04,0.46
358,0.0,-0.007,-0.012,0.0635,-0.02,-0.1
359,0.0,0.0175,0.00725,0.0445,-0.04,0.46
360,0.0,0.0035,-0.02525,0.0405,-0.02,-0.1
361,0.0,0.0175,0.00725,0.0445,-0.04,0.46
362,0.0,0.0065,-0.02525,0.069,-0.01,-0.12
363,0.0,-0.011,0.00175,0.0745,-0.05,0.47
364,0.0,-0.00475,-0.00375,0.067,-0.01,-0.13
365,0.0,-0.011,0.00175,0.0745,-0.05,0.47
366,0.0,0.003,-0.02475,0.0465,-0.02,-0.13
367,0.0,-0.011,0.00175,0.0745,-0.05,0.47
368,0.0,0.0105,-0.0345,-0.0105,-0.01,-0.14
369,0.0,-0.011,0.00175,0.0745,-0.05,0.47
370,0.0,-0.0065,-0.038,0.0185,-0.01,-0.14
371,0.0,-0.011,0.00175,0.0745,-0.05,0.47
372,0.0,0.0185,-0.015,0.0185,-0.01,-0.14
373,0.0,-0.011,0.00175,0.0745,-0.05,0.47
374,0.0,0.0185,-0.015,0.0185,-0.01,-0.14
375,0.0,-0.011,0.00175,0.0745,-0.05,0.47
376,0.0,0.0095,-0.027,0.0325,-0.01,-0.14
377,0.0,-0.011,0.00175,0.0745,-0.05,0.47
378,0.0,0.0135,-0.002,0.025,0.0,-0.14
379,0.0,-0.018,0.0095,0.048,-0.06,0.45
380,0.0,0.0125,-0.013,0.0455,0.01,-0.13
381,0.0,-0.018,0.0095,0.048,-0.06,0.45
382,0.0,-0.019,-0.0115,0.0065,0.01,-0.13
383,0.0,-0.018,0.0095,0.048,-0.06,0.45
384,0.0,0.004,0.00025,0.038,0.01,-0.13
385,0.0,-0.018,0.0095,0.048,-0.06,0.45
386,0.0,-0.00975,0.01525,0.05725,0.01,-0.13
387,0.0,-0.018,0.0095,0.048,-0.06,0.45
388,0.0,0.022,-0.0025,0.0405,0.01,-0.12
389,0.0,-0.018,0.0095,0.048,-0.06,0.45
390,0.0,0.022,-0.0025,0.0405,0.01,-0.12
391,0.0,-0.018,0.0095,0.048,-0.06,0.45
392,0.0,-0.0095,-0.01525,0.057,0.01,-0.11
393,0.0,-0.018,0.0095,0.048,-0.06,0.45
394,0.0,0.0,-0.0255,0.0035,0.01,-0.11
395,0.0,-0.0165,0.022,0.03625,-0.05,0.46
396,0.0,-0.009,-0.014,0.016,-0.01,-0.11
397,0.0,-0.0165,0.022,0.03625,-0.05,0.46
398,0.0,-0.0075,-0.0285,0.0185,-0.01,-0.11
399,0.0,-0.0165,0.022,0.03625,-0.05,0.46
400,0.0,-0.0075,-0.0285,0.0185,-0.01,-0.11
401,0.0,-0.0165,0.022,0.03625,-0.05,0.46
402,0.0,0.0145,-0.02475,0.0435,-0.01,-0.12
403,0.0,-0.0165,0.022,0.03625,-0.05,0.46
404,0.0,0.0145,-0.02475,0.0435,-0.01,-0.12
405,0.0,-0.0165,0.022,0.03625,-0.05,0.46
406,0.0,0.01875,0.01,0.03125,-0.01,-0.12
407,0.0,-0.0165,0.022,0.03625,-0.05,0.46
408,0.0,-0.01675,-0.00125,0.074,-0.01,-0.12
409,0.0,-0.017,0.0175,0.04625,-0.07,0.5
410,0.0,-0.0005,-0.01025,0.049,-0.01,-0.13
411,0.0,-0.017,0.0175,0.04625,-0.07,0.5
412,0.0,-0.0125,0.00175,0.025,-0.01,-0.13
413,0.0,-0.017,0.0175,0.04625,-0.07,0.5
414,0.0,0.0155,0.005,0.01325,-0.01,-0.12
415,0.0,-0.017,0.0175,0.04625,-0.07,0.5
416,0.0,0.0155,0.005,0.01325,-0.01,-0.12
417,0.0,-0.017,0.0175,0.04625,-0.07,0.5
